code,title,department_code,active,compulsory,semester,category,start_year,finish_year,credits,branch,type,class_work_marks,mid_sem_marks,final_marks,total_marks,lecture_part,tutorial_part,practical_part
CH454,Industrial Polution Control,CH,FALSE,TRUE,5,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH454N,Pulp & Paper Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH455,Industrial & Municipal Solid Waste Management,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH455N,Paint Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH456,Industrial Safety & Hazard Management,CH,FALSE,FALSE,7,DE,2003,2016,4,KE,T,15,25,60,100,3,1,0
CH456N,Plastic Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH457,Industrial Pollution Abatement & Waste Minimization,CH,FALSE,FALSE,7,DE,2003,2016,4,KE,T,15,25,60,100,3,1,0
CH457N,Fertilizer Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH458N,Leather Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH459N,Food Science & Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH460,Colloidal and Surface Science,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH461,Colloidal & Surface Science,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH462,Fluidization Engineering,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH463,Adv. Separation Processes,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH464,Industrial Safety Engineering,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH465,Adv. Transport Processes,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH466,Process Heat Transfer,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH467,Nuclear Chemical Engineering,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH468,Non Newton. Flow Heat & Mass Tr.,CH,FALSE,FALSE,8,DE,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH469,Nuclear Chemical Engineering,CH,FALSE,FALSE,8,DE,2003,2016,4,KE,T,15,25,60,100,3,1,0
CH470,Computational Methods in Chemical Engg.,CH,FALSE,FALSE,8,DE,2003,2016,4,KE,T,15,25,60,100,3,1,0
CH471,Adv. Programming Techniques,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH472,Computer Aided Plant Design,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH473,Process Flow-sheeting,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH474,Chemical Engg. Simulation,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH475,Process Integration,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH476,Process Flowsheeting,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH477,Math. Methods in Chemical Engg.,CH,FALSE,TRUE,5,DE,2001,2010,4,KE,T,15,25,60,100,3,1,0
CH478,CAD of Process Equipments,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH479,Process Optimization,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH480,ANN and its Application In Chemical Engg,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH481,Summer Training,CH,FALSE,TRUE,7,DC,2011,2016,1,KE,P,100,0,0,100,0,1,0
CH482,Mathematical Methods in Chemical Engineering,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH483,Computational Fluid Dynamics,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH491,CAD/Simulation Lab,CH,FALSE,TRUE,7,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH491N,Chemical Engineering Lab-IV,CH,FALSE,TRUE,7,DC,2003,2010,1.5,KE,P,60,NULL,40,100,0,1,2
CH492,Energy And Technology Lab,CH,FALSE,TRUE,7,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH492N,Chemical Engineering Lab-V,CH,FALSE,TRUE,8,DC,2003,2010,2,KE,P,60,NULL,40,100,0,1,2
CH493,Process Control & Instrumentation Lab,CH,FALSE,TRUE,8,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH498N,Project I (Exp./computational),CH,FALSE,TRUE,7,DC,2003,2010,4,KE,P,60,NULL,40,100,0,1,2
CH499A,Project Phase-I,CH,FALSE,TRUE,7,DC,2011,2016,3,KE,P,60,0,40,100,0,3,0
CH499B,Project Phase-II,CH,FALSE,TRUE,8,DC,2011,2016,4,KE,P,60,0,40,100,0,4,0
CH499N,Project II (plant Design),CH,FALSE,TRUE,8,DC,2003,2010,4,KE,P,60,NULL,40,100,0,1,2
CHA2020,Biology for Engineers,CH,TRUE,TRUE,3,ESA,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CHA2920,Unit Operations Laboratory-I,CH,TRUE,TRUE,4,ESA,2017,NULL,2,PK,P,60,0,40,100,0,1,2
CHA3930,Unit Operation Laboratory-II,CH,TRUE,TRUE,6,ESA,2017,NULL,2,PK,P,60,0,40,100,0,1,2
CHC2010,Basic Principles of Chemical Engg.,CH,TRUE,TRUE,3,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC2030,Fluid Mechanics,CH,TRUE,TRUE,3,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC2040,Fluid Particle Operations,CH,TRUE,TRUE,3,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC2050,Chemical Engineering Thermodynamics,CH,TRUE,TRUE,4,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC2060,Heat Transfer Operations,CH,TRUE,TRUE,4,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC2070,Numerical Methods in Chemical Engg.,CH,TRUE,TRUE,4,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC2900,Computer Applications Lab,CH,TRUE,TRUE,3,DC,2017,NULL,1.5,KE,P,60,0,40,100,NULL,NULL,NULL
CHC2910,Computer Programming Lab,CH,TRUE,TRUE,4,DC,2017,NULL,1.5,KE,P,60,0,40,100,NULL,NULL,NULL
CHC2920,Fluid Mechanics Lab,CH,TRUE,TRUE,4,DC,2017,NULL,1.5,KE,P,60,0,40,100,NULL,NULL,NULL
CHC2930,Mechanical Operations Lab,CH,TRUE,TRUE,4,DC,2017,NULL,1.5,KE,P,60,0,40,100,NULL,NULL,NULL
CHC3080,Mass Transfer Operations,CH,TRUE,TRUE,5,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC3090,Process Instrumentation,CH,TRUE,TRUE,5,DC,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CHC3100,Chemical Reaction Engineering-I,CH,TRUE,TRUE,5,DC,2017,NULL,3,KE,T,15,25,60,100,2,1,0
CHC3110,Equilibrium Stage Processes,CH,TRUE,TRUE,5,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC3130,Chemical Process Industries-I,CH,TRUE,TRUE,6,DC,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CHC3140,Process Equipment Design,CH,TRUE,TRUE,6,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC3150,Process Dynamics and Control,CH,TRUE,TRUE,6,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC3160,Energy Engineering and Management,CH,TRUE,TRUE,6,DC,2017,NULL,4,KE,T,15,25,60,100,4,0,0
CHC3170,Chemical Reaction Engineering -II,CH,TRUE,TRUE,6,DC,2017,NULL,3,KE,T,15,25,60,100,2,1,0
CHC3180,Transport Phenomena,CH,TRUE,TRUE,6,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC3800,Seminar and Report Writing,CH,TRUE,TRUE,5,DC,2017,NULL,1.5,KE,P,100,0,NULL,100,0,0,3
CHC3940,Heat Transfer Lab,CH,TRUE,TRUE,5,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHC3950,Reaction Engg. & Thermodynamics Lab,CH,TRUE,TRUE,5,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHC3960,Mass Transfer Lab,CH,TRUE,TRUE,6,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHC3970,Chemical Engineering Design & Drawing,CH,TRUE,TRUE,6,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHC3980,Energy and Technology Lab,CH,TRUE,TRUE,6,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHC4190,Process Engineering & Plant Design,CH,TRUE,TRUE,7,DC,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHC4200,Chemical Process Industries -II,CH,TRUE,TRUE,7,DC,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CHC4230,Process Safety and Risk Analysis,CH,TRUE,TRUE,8,DC,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CHC4240,"Modeling ,Simulation and Optimization",CH,TRUE,TRUE,8,DC,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CHC4900,CAD/Simulation Lab,CH,TRUE,TRUE,7,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHC4910,Industrial Visit/ Training,CH,TRUE,TRUE,8,DC,2017,NULL,1.5,KE,P,100,0,0,100,0,0,3
CHC4970,Plant Design Project A,CH,TRUE,TRUE,7,DC,2017,NULL,3,KE,P,100,0,0,100,0,3,0
CHC4980,Plant Design Project B,CH,TRUE,TRUE,8,DC,2017,NULL,3,KE,P,60,0,40,100,0,3,0
CHC4990,Process Control & Instrumentation Lab,CH,TRUE,TRUE,7,DC,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
CHE3xx0,Departmental Elective I,CH,TRUE,TRUE,5,DE,2017,NULL,4,KE,T,15,25,60,100,3,1,0
CHH2130,"Social,Cultural & Educational Movemets of India",CH,TRUE,TRUE,4,HM,2017,NULL,3,KE,T,15,25,60,100,3,0,0
CO101,Computers & Programming,CO,FALSE,TRUE,2,ESA,2001,2010,4,FY,T,15,25,60,100,3,1,0
CO181F,Basic Computer Engg Seminar-I,CO,FALSE,FALSE,0,ESA,2005,2010,1,FY,P,60,NULL,40,100,0,1,2
CO182F,Basic Computer Engg Seminar-II,CO,FALSE,FALSE,0,ESA,2005,2010,1,FY,P,60,NULL,40,100,0,1,2
CO191,Computer Programming Lab,CO,FALSE,TRUE,0,ESA,2011,2016,2,FY,P,60,0,40,100,0,1,2
CO201,Algorithm & Data Structure,CO,FALSE,TRUE,3,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO202,Logic Theory & Computer Org.,CO,FALSE,TRUE,3,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO203,Object Oriented Programming,CO,FALSE,TRUE,3,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO204,Computer Architecture,CO,FALSE,TRUE,4,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO205,Discrete Structures,CO,FALSE,TRUE,4,DC,2005,2010,4,PE,T,15,25,60,100,3,1,0
CO206,Algorithm and Data Structure,CO,FALSE,TRUE,3,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO207,Logic Theory & Computer Organization,CO,FALSE,TRUE,3,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO208,Computer Architecture,CO,FALSE,TRUE,4,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO209,Software Engineering,CO,FALSE,TRUE,4,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO281F,Computer Engg Seminar-I,CO,FALSE,FALSE,3,DC,2001,2010,1,PE,P,60,NULL,60,100,0,1,2
CO282F,Computer Engg Seminar-II,CO,FALSE,FALSE,5,DC,2001,2010,1,PE,P,60,NULL,40,100,0,1,2
CO291,Programming Lab,CO,FALSE,TRUE,3,DC,2001,2016,2,PE,P,60,0,40,100,0,1,2
CO292,Data Structure Lab,CO,FALSE,TRUE,4,DC,2001,2016,2,PE,P,60,0,40,100,0,1,2
CO293,Mini Project I,CO,FALSE,TRUE,4,DC,2001,2010,2,PE,P,60,NULL,40,100,0,1,2
CO301,Microprocessors Theory & Appl.,CO,FALSE,TRUE,5,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO302,Software Engineering,CO,FALSE,TRUE,5,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO303,Operating Systems,CO,FALSE,TRUE,5,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO304,Data Base Management Systems,CO,FALSE,TRUE,6,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO305,Theory of Computation,CO,FALSE,TRUE,6,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO306,Systems Programming,CO,FALSE,TRUE,6,DC,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO307,Computer Networks,CO,FALSE,TRUE,6,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO308,Digital Electronics,CO,FALSE,TRUE,5,DC,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO309,Microprocessor Theory And Applications,CO,FALSE,TRUE,5,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO310,Operating Systems,CO,FALSE,TRUE,5,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO311,Theory of Computation,CO,FALSE,TRUE,6,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO312,Database Management System,CO,FALSE,TRUE,6,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO313,Computer Networks,CO,FALSE,TRUE,6,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO314,Design & Anlysis of Algorithm,CO,FALSE,TRUE,6,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO315,Computer Graphics,CO,FALSE,TRUE,6,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO380,Colloquium,CO,FALSE,TRUE,6,DC,2011,2016,2,PE,P,60,0,40,100,0,2,0
CO382F,Seminar on Operating System,CO,FALSE,FALSE,5,DC,2001,2010,1,PE,P,60,NULL,60,100,0,1,2
CO385F,Seminar on Computer Network,CO,FALSE,FALSE,5,DC,2001,2010,1,PE,P,60,NULL,60,100,0,1,2
CO392,Mini Project II,CO,FALSE,TRUE,5,DC,2001,2010,2,PE,P,60,NULL,40,100,0,1,2
CO393,Software Lab I,CO,FALSE,TRUE,5,DC,2001,2016,2,PE,P,60,0,40,100,0,1,2
CO394,Microprocessors Lab,CO,FALSE,TRUE,6,DC,2001,2016,2,PE,P,60,0,40,100,0,1,2
CO395,Minor Project,CO,FALSE,TRUE,5,DC,2011,2016,3,PE,P,60,0,40,100,0,0,6
CO396,Software Laboratory II,CO,FALSE,TRUE,6,DC,2011,2016,2,PE,P,60,0,40,100,0,1,2
CO401,Design & Analysis of Algorithms,CO,FALSE,TRUE,7,DC,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO402,Compiler Design,CO,FALSE,TRUE,7,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO403,Design of Programming Languages,CO,FALSE,TRUE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO404,Computer Graphics,CO,FALSE,TRUE,8,DC,2001,2010,5,PE,T,15,25,60,100,3,1,0
CO405,Distributed & Parallel Systems,CO,FALSE,TRUE,8,DC,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO406,Compiler Design,CO,FALSE,TRUE,7,DC,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO430,Artif. Intell. & Neural Network,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO431,Internet Tools,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO432,Image Processing,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO433,Computer Aided Design,CO,FALSE,FALSE,7,DE,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO434,Fault Tolerant Computing,CO,FALSE,FALSE,7,DE,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO435,Computer System Reliability,CO,FALSE,FALSE,7,DE,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO436,Information Technology,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO437,Optimization Techniques,CO,FALSE,FALSE,7,DE,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO438,Selected Topics in Computer Appl.,CO,FALSE,FALSE,7,DE,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO439,Adv. Microprocessor Sys. & Design,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO440,Computer Modeling & Simulation,CO,FALSE,FALSE,7,DE,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO441,Pattern Recog. & Comp. Vision,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO442,VLSI Design Tools Techniques,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO443,Fiber Optic Net. & Signal Proc.,CO,FALSE,FALSE,7,DE,2001,2010,4,PE,T,15,25,60,100,3,1,0
CO444,Soft Computing,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO445,Network Security,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO446,Fundamentals of Computer Techno.,CO,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CO446N,Select. Topics in Computer Engg.-I,CO,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CO447,Network Database & S/W Develop.,CO,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CO447N,Select. Topics in Computer Engg.-II,CO,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CO448,Embedded Systems,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO449,Internet Protocol,CO,FALSE,FALSE,7,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO450,Multimedia Technologies,CO,FALSE,FALSE,8,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO451,Computer Network design,CO,FALSE,FALSE,8,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO452,Mobile Computing,CO,FALSE,FALSE,8,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO453,Artif. Intell. & Soft Computing,CO,FALSE,FALSE,8,DE,2001,2016,4,PE,T,15,25,60,100,3,1,0
CO454,Software Testing,CO,FALSE,FALSE,8,DE,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO460,Computer Architecture,CO,FALSE,TRUE,7,ESA,2001,2016,4,LE,T,15,25,60,100,3,1,0
CO461,Principles of Machine Learning,CO,FALSE,FALSE,8,DE,2011,2016,4,PE,T,15,25,60,100,3,1,0
CO490,Project,CO,FALSE,TRUE,8,DC,2001,2010,7,PE,P,60,NULL,40,100,0,1,2
CO490A,Project,CO,FALSE,TRUE,7,DC,2001,2010,3,PE,P,60,NULL,40,100,0,1,2
CO490B,Project,CO,FALSE,TRUE,8,DC,2001,2010,4,PE,P,60,NULL,40,100,0,1,2
CO491,Hardware Lab,CO,FALSE,TRUE,7,DC,2001,2010,2,PE,P,60,NULL,40,100,0,1,2
CO494,Software Lab II,CO,FALSE,TRUE,7,DC,2001,2010,2,PE,P,60,NULL,40,100,0,1,2
CO495,Network & Embedded System Lab,CO,FALSE,TRUE,7,DC,2011,2016,2,PE,P,60,0,40,100,0,1,2
CO499A,Project Phase-I,CO,FALSE,TRUE,7,DC,2011,2016,4,PE,P,60,0,40,100,0,0,8
CO499B,Project Phase-II,CO,FALSE,TRUE,8,DC,2011,2016,5,PE,P,60,0,40,100,0,0,10
COA1910,Computer Programming Lab,CO,TRUE,TRUE,0,ESA,2017,NULL,1.5,FY,P,60,0,40,100,0,0,3
COA3600,Data Structure and Programming,CO,TRUE,TRUE,6,ESA,2017,NULL,3,LE,T,15,25,60,100,2,1,0
COC2030,Object Oriented Programming,CO,TRUE,TRUE,3,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC2060,Data Structure and Algorithm,CO,TRUE,TRUE,3,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC2070,Digital Logic and System Design,CO,TRUE,TRUE,3,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC2080,Computer Architecture,CO,TRUE,TRUE,4,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC2090,Software Engineering,CO,TRUE,TRUE,4,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC2140,Design & Analysis of Algorithm,CO,TRUE,TRUE,4,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC2910,Data Structure & OOP Laboratory,CO,TRUE,TRUE,3,DC,2017,NULL,2,PE,P,60,0,40,100,0,1,2
COC2920,Digital Design & Simulation Lab,CO,TRUE,TRUE,4,DC,2017,NULL,2,PE,P,60,0,40,100,0,1,2
COC3080,Digital Electronics,CO,TRUE,TRUE,5,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3090,Microprocessor Theory & Applications,CO,TRUE,TRUE,5,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3100,Operating Systems,CO,TRUE,TRUE,5,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3110,Theory of Computation,CO,TRUE,TRUE,6,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3120,Database Management System,CO,TRUE,TRUE,6,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3130,Computer Networks,CO,TRUE,TRUE,6,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3150,Computer Graphics,CO,TRUE,TRUE,6,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC3800,Colloquium,CO,TRUE,TRUE,6,DC,2017,NULL,2,PE,P,60,0,40,100,0,2,0
COC3930,Algorithms & Operating Systems Lab,CO,TRUE,TRUE,5,DC,2017,NULL,2,PE,P,60,0,40,100,0,1,2
COC3940,Microprocessor Lab,CO,TRUE,TRUE,6,DC,2017,NULL,2,PE,P,60,0,40,100,0,1,2
COC3950,Minor Project,CO,TRUE,TRUE,5,DC,2017,NULL,3,PE,T,60,0,40,100,0,0,6
COC3960,Advanced Computing Lab,CO,TRUE,TRUE,6,DC,2017,NULL,2,PE,P,60,0,40,100,0,1,2
COC4010,Information Security,CO,TRUE,TRUE,7,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC4060,Compiler Design,CO,TRUE,TRUE,7,DC,2017,NULL,4,PE,T,15,25,60,100,3,1,0
COC4950,Network & Embedded System Lab,CO,TRUE,TRUE,7,DC,2017,NULL,2,PE,P,60,0,40,100,0,1,2
COC4980,B.Tech Project Part-I,CO,TRUE,TRUE,7,DC,2017,NULL,4,PE,P,60,0,40,100,0,0,8
COC4990,B.Tech Project Part-II,CO,TRUE,TRUE,8,DC,2017,NULL,6,PE,P,60,0,40,100,0,0,12
EE101,Basic Electrical Engineering,EE,FALSE,TRUE,1,ESA,2001,2010,3,FY,T,15,25,60,100,3,1,0
EE111,Basics of Elect. & Electronics Engg,EE,FALSE,TRUE,0,ESA,2011,2016,4,FY,T,15,25,60,100,3,1,0
EE202N,Electrical Engineering,EE,FALSE,TRUE,4,ESA,2005,2016,4,LE,T,15,25,60,100,3,1,0
EE203,Electrical Engineering,EE,FALSE,TRUE,3,ESA,2001,2010,3,KE,T,15,25,60,100,3,1,0
EE204,Electrical Technology,EE,FALSE,TRUE,4,ESA,2001,2016,4,ME,T,15,25,60,100,3,1,0
EE206,Electrical Engineering,EE,FALSE,TRUE,3,ESA,2011,2016,4,KE,T,15,25,60,100,3,1,0
EE211N,Electrical Machines-I,EE,FALSE,TRUE,3,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE213,Electrical Machines II,EE,FALSE,TRUE,4,DC,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE231N,Power System Engineering,EE,FALSE,TRUE,3,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE232N,Electric Power Generation,EE,FALSE,TRUE,4,DC,2003,2010,4,EE,T,15,25,60,100,3,1,0
EE251N,Electrical Measurement,EE,FALSE,TRUE,4,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE276,Circuit Theory,EE,FALSE,TRUE,3,DC,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE277,Electrical Engineering Materials,EE,FALSE,TRUE,3,DC,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE278,Matlab for Engineers,EE,FALSE,TRUE,4,ESA,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE281N,Circuit Theory I,EE,FALSE,TRUE,3,DC,2003,2010,3,EE,T,15,25,60,100,3,1,0
EE282N,Signals & Systems,EE,FALSE,TRUE,4,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE283N,Electrical Engg. Materials,EE,FALSE,TRUE,3,ESA,2003,2010,3,EE,T,15,25,60,100,3,1,0
EE284N,Circuit Theory II,EE,FALSE,TRUE,4,DC,2003,2010,3,EE,T,15,25,60,100,3,1,0
EE285N,Electromagnetic Field Theory,EE,FALSE,TRUE,4,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE291N,Electrical Engineering Lab-I,EE,FALSE,TRUE,3,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE292,Electrical Engineering Lab,EE,FALSE,TRUE,3,ESA,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EE293,Electrical Engineering Lab,EE,FALSE,TRUE,3,ESA,2001,2010,1.5,KE,P,60,NULL,40,100,0,1,2
EE294,Electrical Technology Lab,EE,FALSE,TRUE,4,ESA,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
EE295,Electrical Machines Lab I,EE,FALSE,TRUE,4,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE296,Electrical Engineering Lab,EE,FALSE,TRUE,3,ESA,2011,2016,2,KE,P,60,0,40,100,0,1,2
EE297,Electrical Technology Lab,EE,FALSE,TRUE,4,ESA,2011,2016,2,ME,P,60,0,40,100,0,1,2
EE301,Power Electronics & Applications,EE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EE305,Control Engineering,EE,FALSE,TRUE,5,ESA,2001,2016,4,ME,T,15,25,60,100,3,1,0
EE312N,Electrical Machines-II,EE,FALSE,TRUE,5,DC,2003,2010,4,EE,T,15,25,60,100,3,1,0
EE321N,Power Electronics-I,EE,FALSE,TRUE,5,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE322N,Power Electronics-II,EE,FALSE,TRUE,6,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE325,New and Renewable Energy Sources,EE,FALSE,TRUE,6,DC,2011,2016,4,EE,T,15,25,60,100,3,1,0
